AIRLINE,IATA_CODE,COUNTRY,ACTIVE
West African Cargo Airlines,,Mauritania,N
West Air Luxembourg,,Luxembourg,N
West Air Sweden,PT,Sweden,N
West Caribbean Airways,,Colombia,N
West Caribbean Costa Rica,,Costa Rica,N
West Coast Air,8O,Canada,Y
West Coast Airlines,,Ghana,N
West Coast Airways,,Sierra Leone,N
West Freugh DTEO,,United Kingdom,N
West Wind Aviation,,Canada,N
WestJet,WS,Canada,Y
Westair Aviation,,Namibia,N
Westair Cargo Airlines,,Cote d'Ivoire,N
Westair Industries,,United States,N
Westcoast Energy,,Canada,N
Western Air,,Bahamas,N
Western Air Couriers,,United States,N
Western Air Express,,United States,N
Western Airlines,WA,United States,Y
Western Arctic Air,,Canada,N
Western Aviators,,United States,N
Western Express Air Lines,,Canada,N
Western Pacific Airlines,,United States,N
Western Pacific Airservice,,Solomon Islands,N
Westflight Aviation,,United Kingdom,N
Westgates Airlines,,United States,N
Westland Helicopters,,United Kingdom,N
Westpoint Air,,Canada,N
Westward Airways,CN,United States,N
White,,Portugal,N
White Eagle Aviation,,Poland,N
White River Air Services,,Canada,N
Whyalla Airlines,,Australia,N
Widerøe,WF,Norway,Y
Wiggins Airways,,United States,N
Wiking Helikopter Service,,Germany,N
Wilbur's Flight Operations,,United States,N
Williams Air,,United States,N
Williams Grand Prix Engineering,,United Kingdom,N
Wimbi Dira Airways,,Democratic Republic of Congo,N
Winair,,United States,N
Wind Jet,IV,Italy,Y
Wind Spirit Air,,United States,N
Windrose Air,,Germany,N
Windward Islands Airways International,,Netherland,N
Wings Air,IW,Indonesia,Y
Wings Air Transport,,Sudan,N
Wings Airways,,United States,N
Wings Aviation,,Guyana,N
Wings Express,,United States,N
Wings of Alaska,K5,United States,N
Wings of Lebanon Aviation,,Lebanon,N
Winlink,,Saint Lucia,N
Wisconsin Air National Guard,,United States,N
Wisman Aviation,,United States,N
Wizz Air,W6,Hungary,Y
Wizz Air Hungary,8Z,Bulgaria,Y
Wondair on Demand Aviation,,Spain,N
Woodgate Executive Air Charter,,United Kingdom,N
World Airways,WO,United States,Y
World Weatherwatch,,Canada,N
World Wing Aviation,,Kyrgyzstan,N
Worldspan,1P,United States,N
Worldwide Air Charter Systems,,Canada,N
Worldwide Aviation Services,,Pakistan,N
Worldwide Jet Charter,,United States,N
Wright Air Lines,,United States,N
Wright Air Service,8V,United States,N
Wuhan Airlines,,China,N
Wycombe Air Centre,,United Kingdom,N
Wyoming Airlines,,United States,N
XL Airways France,SE,France,Y
XP Internation,,Netherlands,N
Xabre Aerolineas,,Mexico,N
Xclusive Jet Charter Limited,,United Kingdom,N
Xerox Corporation,,United States,N
Xiamen Airlines,MF,China,Y
Xinjiang Airlines,,China,N
Xjet Limited,,United Kingdom,N
Xtra Airways,XP,United States,N
Yak-Service,,Russia,N
Yakolev,,Russia,N
Yamal Airlines,YL,Russia,Y
Yana Airlines,,Cambodia,N
Yangtze River Express,Y8,China,N
Yellow Wings Air Services,,Kenya,N
Yemenia,IY,Yemen,Y
Yerevan-Avia,,Armenia,N
Young Flying Service,,United States,N
Yuhi Air Lines,,Japan,N
Yuzhnaya Aircompany,,Kazakhstan,N
Yuzhmashavia,,Ukraine,Y
Z-Avia,,Armenia,N
Zagros Airlines,,Iran,N
Zaire Aero Service,,Democratic Republic of Congo,N
Zairean Airlines,,Democratic Republic of Congo,N
Zambian Airways,Q3,Zambia,N
Zambezi Airlines,,Zambia,N
Zanair,,Tanzania,Y
Zantop International Airlines,,United States,N
ZAS Airlines of Egypt,,Egypt,N
Zenith Air,,South Africa,N
Zenmour Airlines,,Mauritania,N
Zephyr Express,,United States,N
Zhejiang Airlines,,China,N
Zhetysu,,Kazakhstan,N
Zhez Air,,Kazakhstan,N
Zhongfei General Aviation,,China,N
Zhongyuan Aviation,,China,N
Zip,3J,Canada,N
Zimex Aviation,C4,Switzerland,N
Zoom Airlines,Z4,Canada,Y
Zoom Airways,,Bangladesh,N
Zorex,,Spain,N
Zracno Pristaniste Mali Losinj,,Croatia,N
Tyrolean Airways,\N,\N,Y
buzz,UK,\N,N
Maldivian Air Taxi,8Q,Maldives,Y
Sky Express,XW,Russia,Y
Yellow Air Taxi,Y0,United States,N
Royal Air Cambodge,VJ,Cambodia,Y
Air Mandalay,6T,Burma,Y
TEA Switzerland,,Switzerland,N
TAN-SAHSA,SH,Honduras,N
Air Busan,BX,Republic of Korea,Y
TUI Airlines Belgium,TB,Belgium,N
Arctic Air,,Norway,N
Braathens,BU,Norway,N
Globus,GH,Russia,Y
Air Kazakhstan,9Y,Kazakhstan,Y
Japan Air System,JD,Japan,Y
Annsett New Zealand (NZA),ZQ,New Zealand,N
EasyJet (DS),DS,Switzerland,Y
Rheintalflug,,Austria,N
Dan-Air London,,United Kingdom,N
Fred. Olsen,,Norway,N
Star Peru (2I),2I,Peru,Y
Robin Hood Aviation,,Austria,N
Carnival Air Lines,KW,United States,Y
United Airways,4H,Bangladesh,Y
Inter European Airways,,United Kingdom,N
Trans Maldivian Airways,M8,Maldives,N
Fly540,5H,Kenya,Y
Transavia France,TO,France,Y
Island Air (WP),WP,United States,Y
1-2-go,OG,Thailand,N
Uni Air,B7,Taiwan,Y
Gomelavia,YD,Belarus,Y
NordWind Airlines,,Russia,N
Red Wings,WZ,Russia,Y
Hellenic Star Airways,,Greece,N
BAE Systems Flight Training,,Australia,N
TUIfly (X3),11,Germany,Y
Felix Airways,FU,Yemen,Y
Kostromskie avialinii,K1,Russia,Y
Greenfly,XX,Spain,Y
Tajik Air,7J,Tajikistan,Y
Air Mozambique,TM,Mozambique,Y
ELK Airways,--,Estonia,Y
Gabon Airlines,GY,Gabon,Y
MCA Airlines,,Sweden,Y
Maldivo Airlines,ML,Maldives,Y
Virgin Pacific,VH,Fiji,Y
Zest Air,Z2,Philippines,Y
Yangon Airways,HK,Burma,Y
Transport Aérien Transrégional,IJ,France,N
LÍO Flugmennt,,Iceland,N
Minerva Airlines,N4,Italy,N
Eastar Jet,ZE,South Korea,Y
Jin Air,LJ,South Korea,Y
Wataniya Airways,,Kuwait,Y
Aéris (Priv),SH,France,N
Air Arabia Maroc,3O,Morocco,Y
Baltic Air lines,B1,Latvia,Y
Ciel Canadien,YC,Canada,Y
Canadian National Airways,CN,Canada,Y
Epic Holiday,FA,United States,Y
Indochina Airlines,,Vietnam,Y
JetWind,,United States,N
Air Comet Chile,3I,Chile,Y
Nazca,-.,Peru,N
German Air Force - FLB,,Germany,Y
City-Air Germany,,Germany,N
Voronezhskie Airlanes,DN,Russia,N
Line Blue,L8,Germany,Y
FlyLAL Charters,,Lithuania,Y
Blue Sky America,BU,United States,N
Texas Spirit,XS,United States,N
Illinois Airways,IL,United States,N
Salzburg arrows,SZ,Austria,Y
Texas Wings,TQ,United States,Y
California Western,KT,United States,N
Dennis Sky,DH,Israel,Y
Zz,ZZ,Belgium,Y
Atifly,A1,United States,Y
Air UK,UK,United Kingdom,N
Suckling Airways,CB,United Kingdom,N
Reno Sky,RY,United States,N
Aerolineas heredas santa maria,,Dominican Republic,Y
Ciao Air,99,Italy,Y
Jc royal.britannica,,United Kingdom,Y
Birmingham European,VB,United Kingdom,N
Pal airlines,5P,Chile,Y
CanXpress,C1,Canada,Y
Danube Wings (V5),V5,Slovakia,Y
Sharp Airlines,SH,Australia,Y
CanXplorer,C2,Canada,Y
Click (Mexicana),QA,Mexico,Y
World Experience Airline,W1,Canada,Y
ALAK,J4,Russia,Y
AJT Air International,E9,Russia,N
Air Choice One,3E,United States,Y
Tianjin Airlines,,China,Y
China United,KN,China,Y
Locair,ZQ,United States,Y
Safi Airlines,4Q,Afghanistan,Y
SeaPort Airlines,K5,United States,Y
Salmon Air,S6,United States,Y
Fly Illi,IL,United States,N
Bobb Air Freight,1,Germany,Y
Star1 Airlines,V9,Lithuania,Y
Pelita,6D,Indonesia,Y
Alpi Eagles (E8),E8,Italy,N
Alaska Seaplane Service,J5,United States,Y
TAN,T8,Argentina,N
Enerjet,,Canada,Y
MexicanaLink,I6,Mexico,Y
Island Spirit,IP,Iceland,Y
TACA Peru,T0,Peru,Y
Orbest,,Portugal,Y
Southern Air Charter,,Bahamas,Y
SVG Air,,Saint Vincent and the Grenadines,Y
Air Century,,Dominican Republic,Y
Pan Am World Airways Dominicana,7Q,Dominican Republic,Y
Primera Air,PF,Iceland,Y
Air Antilles Express,3S,Guadeloupe,Y
Sol Lineas Aereas,,Argentina,Y
Regional Paraguaya,P7,Paraguay,Y
VIP Ecuador,V6,Ecuador,Y
Transportes Aereos Cielos Andinos,,Peru,Y
Peruvian Airlines,P9,Peru,Y
EasyFly,,Colombia,Y
Polar Airlines,ЯП,Russia,Y
Catovair,OC,Mauritius,Y
Andalus Lineas Aereas,,Spain,Y
Air 26,,Angola,Y
Mauritania Airways,,Mauritania,Y
CEIBA Intercontinental,,Equatorial Guinea,Y
Halcyonair,7Z,Cape Verde,Y
Business Aviation,4P,Congo (Kinshasa),Y
Compagnie Africaine d\\'Aviation,E9,Congo (Kinshasa),Y
Zambia Skyways,K8,Zambia,Y
AlMasria Universal Airlines,UJ,Egypt,Y
EgyptAir Express,,Egypt,Y
SmartLynx Airlines,6Y,Latvia,Y
Air Italy Egypt,,Egypt,Y
KoralBlue Airlines,K7,Egypt,Y
Wind Rose Aviation,,Ukraine,Y
Elysian Airlines,E4,Cameroon,Y
Sevenair,,Tunisia,Y
Hellenic Imperial Airways,HT,Greece,Y
Amsterdam Airlines,WD,Netherlands,Y
Arik Niger,Q9,Niger,Y
Dana Air,DA,Nigeria,Y
STP Airways,8F,Sao Tome and Principe,Y
Med Airways,7Y,Lebanon,Y
Skyjet Airlines,UQ,Uganda,Y
Air Volga,G6,Russia,Y
Transavia Denmark,,Denmark,Y
Royal Falcon,RL,Jordan,Y
Euroline,4L,Georgia,Y
Worldways,WG,Canada,N
Turkuaz Airlines,,Turkey,Y
Athens Airways,ZF,Greece,Y
Viking Hellas,VQ,Greece,Y
Norlandair,,Iceland,Y
Flugfelag Vestmannaeyja,,Iceland,Y
Starline.kz,DZ,Kazakhstan,Y
Euro Harmony,EH,Portugal,N
Lugansk Airlines,L7,Ukraine,Y
Gryphon Airlines,6P,United States,Y
Gadair European Airlines,GP,Spain,Y
Spirit of Manila Airlines,SM,Philippines,Y
Chongqing Airlines,OQ,China,Y
Grand China Air,,China,Y
West Air China,PN,China,Y
Falcon Air (IH),IH,Sweden,N
QatXpress,C3,Qatar,Y
OneChina,1C,China,Y
NordStar Airlines,Y7,Russia,Y
Joy Air,JR,China,Y
Air India Regional,CD,India,Y
MDLR Airlines,9H,India,Y
Jagson Airlines,,India,Y
Maldivian,Q2,Maldives,Y
Xpressair,XN,Indonesia,Y
Strategic Airlines,VC,Australia,Y
Fars Air Qeshm,,Iran,Y
Eastok Avia,,Kyrgyzstan,Y
Jupiter Airlines,,United Arab Emirates,Y
Vision Air International,,Pakistan,Y
Al-Naser Airlines,NA,Iraq,Y
Fuji Dream Airlines,JH,Japan,Y
Korea Express Air,,South Korea,Y
Eznis Airways,,Mongolia,Y
Pacific Flier,,Palau,Y
Syrian Pearl Airlines,,Syria,Y
SGA Airlines,5E,Thailand,Y
Air2there,F8,New Zealand,Y
Avianova (Russia),AO,Russia,Y
Parmiss Airlines (IPV),PA,Iran,Y
EuropeSky,ES,Germany,Y
BRAZIL AIR,GB,Brazil,Y
Homer Air,MR,Germany,Y
Court Line,??,United Kingdom,N
South West Africa Territory Force,??,Namibia,N
Lombards Air,++,South Africa,N
U.S. Air,-+,United States,Y
Flitestar,GM,South Africa,N
Jayrow,\\',Australia,Y
Llloyd Helicopters,::,Australia,N
Wilderness Air,;;,Australia,Y
Whitaker Air,^^,Australia,Y
PanAm World Airways,WQ,United States,Y
Virginwings,YY,Germany,Y
KSY,KY,Greece,Y
Buquebus Líneas Aéreas,BQ,Uruguay,Y
SOCHI AIR,CQ,Russia,Y
Wizz Air Ukraine,WU,Ukraine,Y
88,47,Cyprus,Y
LCM AIRLINES,LQ,Russia,Y
Aero Brazil,BZ,Brazil,N
Cambodia Angkor Air (K6),K6,Cambodia,Y
Skyline nepc,D5,India,N
THREE,H3,China,N
Royal European Airlines,69,United Kingdom,Y
Tom\\'s & co airliners,&T,France,Y
Azul,AD,Brazil,Y
LSM Airlines,PQ,Russia,Y
Zapolyarie Airlines,,Russia,Y
Finlandian,,Finland,Y
LionXpress,C4,Cameroon,Y
Nik Airways,X1,Saudi Arabia,N
Genesis,GK,Pakistan,Y
Congo Express,XZ,Congo (Kinshasa),Y
Fly Dubai,FZ,United Arab Emirates,Y
Domenican Airlines,D1,Dominican Republic,Y
ConneX European Airline,,Austria,Y
Air Atlantic,9A,Canada,N
Air Ops,CR,Sweden,N
Aereonautica militare,JY,Italy,Y
Kal Star Aviation,,Indonesia,Y
LSM AIRLINES ,YZ,Russia,Y
Aero Lloyd (YP),YP,Germany,N
UTair-Express,UR,Russia,Y
Huaxia,G5,China,Y
Zabaykalskii Airlines,ZP,Russia,Y
CBM America,,United States,Y
Marysya Airlines,M4,Russia,Y
N1,N1,Peru,Y
Airlink (SAA),4Z,South Africa,Y
Westfalia Express VA,,Germany,Y
JobAir,3B,Czech Republic,Y
Zuliana de Aviacion,OD,Venezuela,N
Black Stallion Airways,BZ,United States,Y
German International Air Lines,GM,Germany,Y
TrasBrasil,TB,Brazil,Y
TransBrasil Airlines,TH,Brazil,Y
China SSS,9C,China,Y
Nihon.jet,NJ,Japan,N
AIR INDOCHINE,,Vietnam,Y
Transportes Aéreos Nacionales de Selva,TJ,Peru,N
Happy Air,,Thailand,Y
Solar Air,,Thailand,Y
Air Mekong,P8,Vietnam,Y
Harbour Air (Priv),H3,Canada,Y
Air Hamburg (AHO),HH,Germany,Y
ZABAIKAL AIRLINES,Z6,Russia,Y
TransHolding,TI,Brazil,Y
SUR Lineas Aereas,,Argentina,Y
Aerolineas Africanas,,Guinea,Y
Yeti Airways,YT,Nepal,Y
Georgian Airlines,,Georgia,N
Yellowstone Club Private Shuttle,Y1,United States,Y
Caucasus Airlines,NS,Georgia,Y
Serbian Airlines,S1,Serbia,Y
Windward Islands Airways,WM,Netherlands Antilles,Y
TransHolding System,YO,Brazil,Y
CCML Airlines,CB,Colombia,Y
Air Charter International,SF,France,N
Small Planet Airlines,,Lithuania,Y
Fly Brasil,F1,Brazil,Y
AUOS,,United Kingdom,N
CB Airways UK ( Interliging Flights ),1F,United Kingdom,Y
Fly Colombia ( Interliging Flights ),3F,Colombia,Y
Trans Pas Air,T6,United States,Y
KMV,МИ,Russia,Y
Himalayan Airlines,HC,Nepal,Y
Indya Airline Group,G1,India,Y
Sunwing,WG,Canada,Y
Turkish Wings Domestic,,Turkey,Y
Japan Regio,ZX,Japan,Y
OCEAN AIR CARGO,,India,Y
Norte Lineas Aereas,N0,Argentina,Y
Austral Brasil,W7,Brazil,Y
PEGASUS AIRLINES-,H9,Turkey,Y
AirLiberté,IJ,France,N
Nihon.jet connect,,Kyrgyzstan,Y
Camair-co,QC,Cameroon,Y
Aerocontinente (Priv),N6,Peru,N
Sky Regional,RS,Canada,Y
TUR Avrupa Hava YollarÄ±,YI,Turkey,N
Cruzeiro do Sul Servicos Aereos,,Brazil,N
LSM International ,II,Russia,Y
Baikotovitchestrian Airlines ,BU,American Samoa,Y
Luchsh Airlines ,L4,Russia,Y
ENTERair,,Poland,Y
Zimbabwean Airlines,Z7,Zimbabwe,N
Air Cargo Germany,6U,Germany,Y
Mongolian International Air Lines ,7M,Mongolia,Y
Alaniya Airlines,2D,Russia,N
Tway Airlines,TW,South Korea,Y
Papillon Grand Canyon Helicopters,HI,United States,Y
Jusur airways,JX,Egypt,Y
NEXT Brasil,XB,Brazil,Y
AeroWorld ,W4,Russia,Y
Cook Island Air,KH,Cook Islands,N
US Africa Airways,E8,United States,N
GNB Linhas Aereas,GN,Brazil,Y
Usa Sky Cargo,E1,United States,Y
Hankook Airline,HN,South Korea,Y
Red Jet America,RR,United States,N
REDjet,Z7,Barbados,Y
Hellenic Airways,1H,Greece,N
Red Jet Andes,PT,Peru,Y
Red Jet Canada,QY,Canada,Y
Sprintair,,Poland,Y
Red Jet Mexico,4X,Mexico,Y
Marusya Airways,Y8,Russia,Y
Era Alaska,7H,United States,Y
AirRussia,R8,Russia,Y
Hankook Air US,H1,United States,Y
NEPC Airlines,D5,India,N
Canadian World,10,Canada,N
Pim Air,,Netherlands,N
Carpatair Flight Training,,Romania,Y
I-Fly,H5,Russia,Y
T.A.T,IJ,France,N
Compania de Aviacion Faucett,,Peru,N
Kar-Air,,Finland,N
Alinord,DN,Italy,N
Pacific Express,VB,United States,N
Whitejets,,Brazil,Y
VickJet,KT,France,Y
BVI Airways,XV,British Virgin Islands,Y
Hamburg Airways,,Germany,Y
Salsa d\\'Haiti,SO,Haiti,Y
Zambezi Airlines (ZMA),ZJ,Zambia,Y
Kan Air,,Thailand,Y
Air Cudlua,,United Kingdom,Y
Polet Airlines (Priv),YQ,Russia,Y
Air Explore,,Slovakia,Y
TROPICAL LINHAS AEREAS,T1,Brazil,N
12 North,12,India,Y
Holidays Czech Airlines,,Czech Republic,Y
Comtel Air,,Austria,Y
Mint Airways,,Spain,Y
Orbit Airlines,,United States,Y
Air Bucharest,,Romania,Y
AlbaStar,,Spain,Y
Mauritania Airlines International,L6,Mauritania,Y
MAT Airways,6F,Macedonia,Y
Asian Wings Airways,AW,Burma,Y
Air Arabia Egypt,E5,Egypt,Y
Eagles Airlines,,Italy,Y
YES Airways,,Poland,Y
Alitalia Cityliner,CT,Italy,Y
Direct Aero Services,,Romania,Y
Medallion Air,,Romania,Y
Orchid Airlines,OI,Australia,Y
Asia Wings,Y5,Kazakhstan,Y
Georgian International Airlines,,Georgia,Y
Air Batumi,,Georgia,Y
Skywest Australia,XR,Australia,Y
Nile Air,NP,Egypt,Y
Feeder Airlines,,Sudan,Y
Senegal Airlines,DN,Senegal,Y
Fly 6ix,6I,Sierra Leone,Y
Starbow Airlines,S9,Ghana,Y
Copenhagen Express,0X,Denmark,Y
BusinessAir,8B,Thailand,Y
SENIC AIRLINES,YR,United States,Y
Compass Airlines (Australia),,Australia,N
XOJET,,United States,Y
Dexter (DXT),,Russia,N
Sky Wing Pacific,C7,South Korea,Y
Bateleur Air,,South Africa,Y
Air Indus,PP,Pakistan,Y
Samurai Airlines,7,Pakistan,N
AirOne Continental,0,Slovakia,N
AirOne Polska,U1,Poland,N
Orbit International Airlines,,United States,Y
Orbit Regional Airlines,,United States,Y
Orbit Atlantic Airways,,United States,Y
Volotea,,Spain,Y
Go Fly (United Kingdom),,United Kingdom,N
Peach Aviation,MM,Japan,Y
Helitt Líneas Aéreas,,Spain,Y
Russia State Transport,,Russia,Y
Malaysia Wings,,Malaysia,Y
Aviabus,U1,Russia,Y
Michael Airlines,DF,Puerto Rico,Y
Korongo Airlines,ZC,Congo (Kinshasa),Y
Indonesia Sky,I5,Indonesia,Y
Pelangi ,9P,Malaysia,N
Aws express,B0,United States,Y
Southjet,76,United States,Y
Southjet connect,77,United States,Y
Air Cape,KP,South Africa,N
Southjet cargo,78,United States,Y
Iberia Express,I2,Spain,Y
Interjet (ABC Aerolineas),4O,Mexico,Y
AirOnix,OG,Ukraine,Y
Nordic Global Airlines,NJ,Finland,Y
Scoot,TZ,Singapore,Y
Starling Airlines Spain,SX,Spain,N
Hi Fly (5K),5K,Portugal,Y
China Northwest Airlines (WH),WH,China,Y
Zenith International Airline,ZN,Thailand,Y
Orbit Airlines Azerbaijan,O1,Azerbaijan,Y
Air Engiadina-BRN,,Switzerland,N
VG Airlines (IV),,Belgium,N
Air Alps Aviation (A6),A6,Austria,Y
Austrian Airtransport,,Austria,N
Flying kangaroo Airline,,Australia,Y
RusJet,,Russia,Y
VietJet Air,,Vietnam,Y
Spantax S.A.,,Spain,N
Patriot Airways,P4,United States,Y
Vision Airlines (V2),V2,United States,Y
Chicago Express (C8),C8,United States,N
BQB Lineas Aereas,5Q,Uruguay,Y
AirAsia Japan,,Japan,Y
Yellowtail,YE,United States,Y
Royal Airways,KG,United States,Y
FlyHigh Airlines Ireland (FH),FH,Ireland,Y
Executive AirShare,,United States,Y
Hebei Airlines,,China,Y
Air KBZ,,Burma,Y
Aero VIP (2D),2D,Portugal,Y
Yangon Airways Ltd.,YH,Burma,Y
T.J. Air,TJ,United States,Y
SkyWork Airlines ,SX,Switzerland,Y
ValueJet,J7,United States,N
Maastricht Airlines,W2,Netherlands,Y
CheapFlyingInternational,WL,France,N
Aviaexpresscruise,E6,Russia,N
Euro Jet,24,Germany,Y
Ukraine Atlantic,,Ukraine,Y
AirOne Atlantic,0,Slovakia,N
HQ- Business Express,HQ,United States,N
Nesma Airlines,,Egypt,Y
East Horizon,,Afghanistan,Y
Royal Southern Airlines.,R1,Colombia,N
Air Majoro,,Peru,Y
Fly Zoom,,United Kingdom,N
Rotana Jet,,United Arab Emirates,Y
SOCHI AIR CHATER,Q3,Russia,Y
Denim Air ,J7,Norway,Y
WestAir,OE,United States,N
WestAir Airlines,OE,United States,N
WestAir Airlines ,OE,United States,N
North Pacific Airlines,NO,United States,N
Malindo Air,OD,Malaysia,Y
Tramm Airlines,9F,Netherlands Antilles,N
Lina Congo,GC,Congo (Brazzaville),N
Hermes Airlines,,Greece,Y
Flightlink Tanzania,Z9,Tanzania,Y
IzAvia,I8,Russia,Y
Катэкавиа,,Russia,Y
Псковавиа,,Russia,Y
3 Valleys Airlines,3V,France,N
Maryland Air,M1,United States,Y
Insel Air (7I/INC) (Priv),7I,Netherlands Antilles,Y
VivaColombia,5Z,Colombia,Y
Flybe Finland Oy,,Finland,Y
Bingo Airways,,Poland,Y
Bluebird Airways (BZ),,Greece,Y
Apache Air,ZM,United States,Y
Taunus Air Gmbh,,Germany,N
MHS Aviation GmbH,M2,Germany,Y
Jettor Airlines,NR,Hong Kong,Y
Eastern Atlantic Charters,,United States,N
GoDutch,GD,Netherlands,N
Flyme (VP),,Maldives,Y
Thai Lion Air,SL,Thailand,Y
Deutsche Luftverkehrsgesellschaft,DW,Germany,N
Nürnberger Flugdienst,,Germany,N
Golden Myanmar Airlines,,Burma,Y
ViznAir,,United States,N
Canaryfly,,Spain,Y
Sunrise Airways,,Haiti,Y
National Air Cargo,N8,United States,Y
Eastern Atlantic Virtual Airlines,13,United States,Y
Citilink Indonesia,QG,Indonesia,Y
Gulisano airways,GU,Italy,N
Transair,,Canada,Y
Comfort Express Virtual Charters Albany,,United States,Y
Comfort Express Virtual Charters,,United States,Y
Caribbean Wings,XP,Turks and Caicos Islands,N
FLYJET,,Poland,Y
Snowbird Airlines,S8,Finland,Y
Russkie Krylya,,Russia,Y
Kharkiv Airlines,KH,Ukraine,Y
Key Air,,United States,N
XAIR USA,XA,United States,Y
Air Costa,LB,India,Y
Simrik Airlines,,Nepal,Y
Global Freightways,F5,United States,N
XPTO,XP,Portugal,Y
Royal Flight,,Russia,Y
BBN-Airways,,United Kingdom,Y
Tomsk-Avia,,Russia,Y
Vintage Props and Jets,,United States,N
Malawian Airlines,3W,Malawi,Y
